"","X","Filename","LI","session","LI.mean","LI.se","LI.N","A_param1","A_param2","A_param3","A_param4","A_LI.est","A_LIest.se","A_p.interact","A_R2","A_AIC","A_BIC","B_param1","B_param2","B_param3","B_LI.est","B_LIest.se","B_p.interact","B_R2","B_AIC","B_BIC","C_param1","C_param2","C_param3","C_LI.est","C_LIest.se","C_p.interact","C_R2","C_AIC","C_BIC"
"96",96,"A2_033_D2",2.937904419,2,2.95658720882748,0.509425194054701,15,-103.407995369477,-4.19894470411641,-0.356139478337236,-0.0675025582640032,3.0232251845015,0.704561484849667,0,0.0808573412233669,6495.2,6539.9,102.964317157288,-2.09227720243985,0.965394315181632,-2.73943762553371,0.632688201186468,0,0.22518142939516,6319.3,6419.7,101.58787221198,-0.80494881874295,0.965394315190242,-2.73943762557484,0.383237954587311,0,0.71571262240632,5360.6,5987
"97",97,"A2_034_D2",2.497525332,2,2.50172915741805,0.658488813281259,15,-101.608104737559,-7.75115265469623,-3.29687122304053,0.0117456113920805,2.73751634602793,0.664345290100544,0,0.205265878407916,9069.8,9117.1,101.990172060646,0.842692378945425,1.12179807532994,-3.48057573978045,0.611665950000276,0,0.301021780396497,8891.9,9007,101.160371515377,2.71756176978607,1.12179807541477,3.48057573971323,0.412639587155061,0,0.681890372054989,7874.5,8595.6
"98",98,"A2_035_D2",4.175759807,2,4.26383357706026,0.648278440692304,15,-100.658326567491,-5.47245610804851,-6.37879573871987,0.0342278173762764,3.77220604474016,0.923476237957207,0,0.159571632794995,4833.1,4874.8,100.841298571409,0.855094468696137,1.03093881285415,-3.13954650702121,0.867695142288689,0,0.222055756184689,4780,4880.5,99.5915656208917,-0.212225311406179,1.03093881285327,-3.13954650701939,0.496321982782784,0,0.745468719861247,4021.6,4579.4
"99",99,"A2_036_D2",2.262954301,2,2.23372035193979,0.597832622797182,15,-108.071482127619,-7.43759407269734,-4.88106151434347,-0.132446363753641,2.12738840650189,0.806517993731407,0.01,0.196073850539809,7436.8,7482.2,102.347891104753,0.808924582678462,0.768572053155323,-1.95141101659513,0.669237257273755,0,0.42190536402202,7066.7,7180.8,101.508550982818,1.2705079255139,0.768572053145644,1.95141101657792,0.289851076557666,0,0.891560238479865,5264,5970.9
"100",100,"A2_037_D2",5.370077842,2,5.25466491541914,0.89213820130544,15,-101.651622159993,-0.0758101305026139,-2.56780081336382,-0.0636323961578361,4.04110149294907,0.857722289758615,0,0.119461143664203,5448.7,5491.5,102.075590403477,-0.51281821776049,1.19634962913016,-3.47427159343905,0.779341424222513,0,0.234245232412435,5335,5439.8,101.788670569342,1.44509191502995,1.19634962924104,-3.474271593661,0.498342828612093,0,0.686894559762989,4660.6,5243
"101",101,"A2_038_D2",2.628910088,2,2.71638634285742,0.750904148925396,15,-94.2533597699108,-2.81488678371065,-1.52695169874324,-0.405968092994454,2.5128642478618,1.08773151362179,0.02,0.0584778067094001,8258.6,8304.1,101.587932185116,1.20150331521386,1.10131940815577,-2.13364730985368,0.924221798366242,0.02,0.28888882256938,7939.7,8052.7,104.782283072798,-0.448695296364239,1.10131940817038,2.13364730967835,0.37011920839845,0,0.885957077147598,5925.2,6610.2
"102",102,"A2_101_D2",2.959566411,2,3.41456973186374,1.085335639728,15,-99.9408921059196,-3.82233545535442,-2.19320697973192,0.195513702102707,2.84345140439388,0.690142798845056,0,0.0550312809118774,7330.5,7376.1,101.813100678375,-1.31755967383262,0.523969082746647,-2.17202258728753,0.621044529303159,0,0.199366880779185,7141.2,7249.9,101.544049767434,-0.472005954253592,0.523969083285646,-2.17202258713657,0.432705917547987,0,0.611336516056682,6374,6920
"103",103,"A2_103_D2",1.91626791,2,1.99102891506102,0.693019971512204,15,-103.946393597678,-6.95958682329207,-2.25769345402275,-9.18845206257332e-05,2.2977181803117,0.87359517021873,0.01,0.105864539090352,9545.3,9592.4,102.449567835657,-1.63712973994731,0.532302478541239,-1.61197383682353,0.722181307000991,0.03,0.367155111938293,9071.3,9190,103.315078058205,0.609536256076882,0.532302478509167,-1.61197383682919,0.414250549483233,0,0.791775908054348,7638.4,8384.1
"104",104,"A2_104_D2",0.150677652,2,0.430715294136348,0.739751542563039,15,-111.30570279918,-2.36000818571116,1.76761742635946,0.0222654704214131,0.63643429443559,0.827822852902318,0.44,0.121047471382042,8400.1,8446.4,102.1040538929,-0.580278930738517,0.274097918989084,-0.920400360191363,0.760712223890883,0.23,0.22524280938787,8246.9,8359.3,100.783267867566,0.472850634816249,0.274097918989034,0.920400360191157,0.441832596183806,0.04,0.738639271955099,6984,7682
"105",105,"A2_105_D2",5.083205726,2,5.11221300117047,1.08660544585181,15,-99.8246091630689,-5.93567113892569,-2.57407346360973,-0.0254437429524875,4.03637090248952,0.862285478874545,0,0.0758877438281527,8182.7,8228.6,101.698586637827,-0.698996430092599,1.20923401076694,-3.51765430981262,0.70876904874697,0,0.342330560772751,7774.9,7890.8,101.387186939067,-0.108106802470736,1.20923401076143,-3.5176543098227,0.426206856775259,0,0.76218511282559,6634.7,7290.3
"106",106,"A2_106_D2",1.814114897,2,1.81301879849595,0.529654222806644,15,-96.3119475533369,-2.69574906577381,-2.51124345524697,0.236316091877342,1.43398533400227,0.769332705657317,0.06,0.0586272582735025,9430.7,9478.1,102.645753401751,-1.25784124346999,0.303084348144188,-1.64177161243749,0.726192251892475,0.02,0.121445367704586,9336.8,9443.4,102.308295644852,-0.414217625655944,0.303084348150775,-1.64177161245099,0.484689104094127,0,0.608625915447362,8298.2,9017.2
"107",107,"A2_109_D2",2.620907753,2,2.68244071920389,0.504819551611918,15,-106.258258842603,-1.66731408482319,-0.0300828031532643,0.414154551455849,2.42445614845438,0.736386927455639,0,0.101615229608522,5977.8,6021.6,101.760459740361,-1.26232802032631,0.323196618747625,-2.16434909251057,0.606092335185104,0,0.35827142429987,5659.3,5770.2,101.088927333933,0.377403836975001,0.323196618876465,-2.164349092746,0.41890142536311,0,0.693452717109713,5043.1,5673.5
"108",108,"A2_111_D2",-2.375254748,2,-2.3529521748334,0.737289528949257,15,-101.786734997575,1.86399389916714,2.07291139742887,-0.222600171400995,-1.79924352855548,0.636705458961556,0,0.05950992186708,6407.5,6452.3,102.822501873147,-2.32447487553705,-0.250841347292388,1.44264336087885,0.561330770058313,0.01,0.233760498560543,6193.4,6301.4,102.718069370138,-1.9449992805264,-0.250841347287205,-1.44264336088374,0.334581514901127,0,0.727773295977097,5184.4,5833.6
"109",109,"A2_112_D2",-2.998048574,2,-2.95061558174458,0.654257805127626,15,-106.483780046693,-5.21005481669893,-13.2093247299549,0.405692960109018,-2.90706061689401,0.842157686886607,0,0.247976361329099,12454,12503.3,104.699837997418,-1.13997121000914,-1.33552667965154,2.83089288557561,0.625005575646549,0,0.568779252810529,11476.1,11599.8,109.033375815522,-0.492187559791421,-1.33552667966762,2.83089288561997,0.378160807930021,0,0.842135347225902,9808.9,10573.9
"110",110,"A2_113_D2",2.958493375,2,2.73706884168277,0.489218381405193,15,-102.655519306946,-5.71350455966005,-8.42740428552575,-0.12861534881194,2.93401180726622,0.952867853565168,0,0.153406005869933,7492.6,7537.7,101.860721444396,0.075529728542734,1.01105898474775,-2.75676768517184,0.783375842392884,0,0.406254903077187,7108.5,7220,100.797444200728,1.03175750078621,1.01105898476237,2.75676768524842,0.39645045535419,0,0.84793210688818,5719.2,6423.8
"111",111,"A2_114_D2",5.783562217,2,5.81581747517905,0.836301123677902,15,-99.4759157714414,-5.2031737164603,-5.16465357551906,0.279941986963602,4.54808258747857,0.804511294518249,0,0.119394966968501,7115.7,7160.7,101.271458360974,1.46342669156368,1.10750370147296,-4.25383034140523,0.681594374645078,0,0.336428806969399,6810.7,6920.2,101.068686198503,3.5021822578602,1.10750370146631,-4.25383034137483,0.384302645905167,0,0.789048664867394,5654.1,6314
"112",112,"A2_115_D2",2.431478331,2,2.44893104184793,0.723914091843303,15,-105.167421689547,-3.61589809459792,-1.32129805351399,-0.191459510106092,2.37847293612431,0.905294748778178,0.01,0.031309779468316,9072.1,9118.8,102.175250286171,0.548472484233637,0.997941742696403,-2.45365204683738,0.738045301132963,0,0.32240419279487,8606.9,8720.5,102.971048859225,0.0805883089654107,0.997941742685057,2.45365204683954,0.397059601294488,0,0.803882623413926,7083.9,7814.4
"113",113,"A2_116_D2",-0.236054771,2,-0.29042967985671,0.637213343787339,15,-105.620949689321,-4.94210205055995,-2.70805993775914,-0.172474524875593,0.364061980786988,0.722709885493675,0.61,0.115820371144221,9084.6,9131.8,102.420341883825,0.204912698202121,0.387852902666515,-0.654006966076181,0.644527520977421,0.31,0.260445980961035,8840.5,8954.7,103.505272676016,0.654033283451288,0.387852902667541,-0.654006966082704,0.347365268357595,0.06,0.785187398359289,7224.6,7966.8
"114",114,"A2_117_D2",1.886849901,2,1.948775704343,0.617949435861483,15,-109.138356272668,-6.09120847190426,-1.02927966483286,0.0486583218554425,2.12123903270255,0.794121533068601,0.01,0.185559710054914,7481.4,7526.9,101.842851323656,0.342698883558919,0.584651530277524,-1.94347972688881,0.694867336192737,0.01,0.354564021521123,7219.2,7332.5,100.052032719135,0.897436965507907,0.58465153021715,1.94347972684272,0.365084560148959,0,0.821829290556315,5841.5,6542.9
"115",115,"A2_118_D2",3.386237185,2,3.40139163957032,0.431806510000377,15,-101.066967773066,-4.98999714996301,-11.2424793388556,0.0235006408304124,2.92861311335332,0.863558870103816,0,0.222259430421835,7913.9,7959.6,102.358918754721,-1.07942875868291,0.741703844944947,-2.30608919151417,0.740056839093052,0,0.396167977688622,7620.1,7729.3,102.761459324027,0.466755346123392,0.741703844944574,-2.30608919151422,0.380927036216103,0,0.840018566733309,6149.7,6801.2
"116",116,"A2_119_D2",-2.492079404,2,-2.49287164011205,0.821773101962665,15,-100.551441679478,0.188205508786381,-0.760585048111484,0.0200232438853973,-1.45394509443208,0.885750144227886,0.1,0.0574510351346489,8168.9,8214.7,102.50568880062,-2.70714032660492,-0.517177702233735,1.51445411028161,0.783244699347269,0.05,0.235208649552255,7922.4,8035.4,102.139319002518,-1.93326456412622,-0.517177702232219,-1.51445411028018,0.430876354481383,0,0.768552037486521,6590.1,7316.3
"117",117,"A2_122_D2",1.899112292,2,1.81724557910833,0.663409476649385,15,-99.1871191231808,-2.43779305943885,0.92869481918293,0.53781704180333,2.02588765332999,0.608379499015149,0,0.0658526631464438,7288.4,7334.3,103.060171233982,-0.902661503641477,0.0682588768668234,-1.86821194737228,0.547662964819188,0,0.204901617677861,7099.2,7213.3,102.994911427471,-0.25487877671347,0.0682588768329307,-1.86821194731702,0.303064746852248,0,0.756519062118009,5770.4,6462.6
"118",118,"A2_123_D2",0.568855764,2,0.54313674490653,0.636905858868323,15,-95.7606196665805,0.267801158661029,0.723840031711436,0.184033309435243,1.03054443649406,0.762076229982473,0.18,0.0726161286559079,9434.3,9481.6,102.527662630485,-2.43263454521529,0.188681375157121,-1.13277569700458,0.701449209725762,0.11,0.178223934055445,9267.9,9383.3,104.714492238649,-1.8675753127631,0.188681375136641,1.13277569697349,0.336062695788892,0,0.811373962509914,7278.7,7989.3
"119",119,"A2_124_D2",3.185449454,2,3.26610423639133,0.605507286508635,15,-99.2177008137926,-3.18829005197788,-1.39899379440928,0.734114465605631,2.68325963608511,0.845726614593186,0,0.0454308818091747,6946.7,6991.5,101.391675350518,2.06140027038663,-0.0098515231009814,-2.18556848654204,0.750444133073289,0,0.210360366338229,6751.3,6861.6,99.9742870324824,2.73721751750429,-0.00985152310078816,-2.18556848654216,0.376696199926765,0,0.801035917641293,5394.2,6082.3
"120",120,"A2_126_D2",-1.265924655,2,-1.23122510761569,0.59716695572599,15,-114.140407676277,-6.22214506571896,-1.36818149859333,-0.104601234869547,-1.31512809098417,1.00022193815528,0.19,0.210292376776483,10861.4,10909.2,102.154650255878,-2.22645819520322,-0.297426766396332,1.25511557610338,0.820139383080535,0.13,0.449177638890677,10325.2,10445.1,102.020155018496,-1.97966727333862,-0.297426766395873,-1.25511557610245,0.411229475093908,0,0.861514373884845,8356.2,9097.6
"121",121,"A2_127_D2",3.095277751,2,3.10834485429543,0.427671120218194,15,-104.86181168993,-6.65189987194364,-5.53935833779959,-0.0534248435446404,1.98194009955105,0.544781693149193,0,0.303238396505722,6560.4,6605.7,102.466680041887,-0.292214775365768,0.717719667420209,-2.06603797129291,0.516056386651668,0,0.343896664413143,6494.6,6591.5,101.707873494213,0.856035575125098,0.717719667419821,-2.0660379712928,0.38576251397396,0,0.633378459542955,5927.9,6560
"122",122,"A2_128_D2",0.712827192,2,1.36987610661735,0.53098554626629,15,-102.408757147357,-1.78578936906142,-2.39886229077592,0.223478625431417,0.87837171401705,0.721592855977963,0.22,0.0637955484784197,7042.3,7087.5,102.146287233934,-0.948229767698452,-0.0528002662606308,-0.503865170534052,0.663043183470355,0.45,0.175172735365178,6906.2,7018,100.807582383678,0.970284212001166,-0.0528002661758093,0.503865170579745,0.371999141128208,0.18,0.74036499023608,5711.5,6377.7
"123",123,"A2_130_D2",0.248155,2,-2.42500224360044,0.650051075842177,15,-97.409537437444,-4.29975555374532,9.04675344830778,0.164946176039985,-2.08926498266319,0.934804454368721,0.03,0.323225850264424,6750.8,6795.1,101.627834385627,-0.0554180032010037,-0.78123807240794,1.87123351507395,0.692987250539481,0.01,0.615391354503543,6184.2,6284.3,102.662319563147,-0.111072136397813,-0.781238072408144,1.87123351507449,0.356478165004711,0,0.898226567920816,4943.7,5591.6
"124",124,"A2_131_D2",2.510882506,2,2.49859060211656,0.695284732762175,15,-102.506064090857,-1.37654591562814,-1.74972954632348,0.0978622655107012,2.32313379223167,0.57391768227774,0,0.0311685263870243,7444,7490.2,101.787444423093,0.0744454376460257,0.586359581902013,-2.13452008734266,0.490511364221173,0,0.257209493903088,7117.3,7233.7,101.045598224235,0.264002183835188,0.586359581900952,2.13452008734276,0.335282234828656,0,0.652952210729285,6273.5,6999.6
"125",125,"A2_132_D2",0.790479169,2,0.790135569566781,0.724871481958684,15,-100.824279746137,-4.55013034590625,-3.01736103153866,0.149160335429811,0.602026393591646,0.439271186204197,0.17,0.322097807768936,7063.7,7110.3,102.365183035298,-0.557897921014152,0.0850233940573531,-0.728284359084247,0.38735146014823,0.06,0.450069198022498,6797.6,6914,102.640851757461,0.00234109694496637,0.0850233940574772,-0.728284359084635,0.266363562539183,0.01,0.739955734999087,5928,6627.4
"126",126,"A2_133_D2",3.628622831,2,3.74399046200797,0.639937609587854,15,-100.079210781735,-3.7063290808628,-5.52820815512438,0.107031109453373,4.11120442883599,0.845034954844011,0,0.122746835537234,10619.8,10667.8,102.043826016318,1.70405656254052,1.03005128504923,-3.48225292054763,0.741697239509068,0,0.293202990387835,10292.9,10405.6,103.734620965785,3.44030420152682,1.03005128505352,3.48225292055158,0.346810206114047,0,0.845465618818876,8071.8,8829.3
"127",127,"A2_135_D2",2.198820994,2,2.21669888979643,0.491910964094809,15,-104.64443512251,-3.187631133576,-0.113588009886298,0.504128438901698,2.00675084230274,0.660247899773851,0,0.0871662148123187,8527.9,8574.9,102.837911505144,1.832628826909,0.113545036458135,-1.87855925466192,0.568547010796359,0,0.294338666265683,8185.2,8302.5,103.21037420642,0.704970621417205,0.113545036446844,-1.87855925467792,0.36951030912226,0,0.70193109023541,7111.4,7752.4
"128",128,"A2_136_D2",-0.184741234,2,-0.190299526563917,0.465508743709942,15,-103.070656119502,-2.14434892837298,3.29332286979105,-0.06980548411211,0.0178721446532026,0.715383986371314,0.98,0.111665403687098,7342.8,7388.4,102.04536709864,-0.897920933323246,0.126528855659322,-0.179901552651064,0.664930136156851,0.79,0.201824379935134,7223.5,7334.4,102.540204803306,-1.31571571932679,0.126528855659455,0.179901552650682,0.312746448359376,0.57,0.823424193757315,5569,6267
"129",129,"A2_137_D2",2.271132532,2,2.25809380099974,0.491543092455856,15,-98.8761792009473,-1.2363280552274,-4.76434234601097,0.112057988097766,2.32671244100982,1.05750443495685,0.03,0.0603591073979038,7333.1,7377.7,101.35392961855,2.01395185578163,0.57538173362757,-2.13895201068353,0.902825496919439,0.02,0.281358203088021,7057.3,7166.2,102.518511918624,1.24860122673093,0.57538173362729,-2.13895201068358,0.368341162104535,0,0.880379572735989,5285.2,5993.2
"130",130,"A2_138_D2",4.529067946,2,4.78494140004634,1.08678413043708,15,-104.481856051042,-5.01476512382632,1.75515589827653,-0.0739010763017396,5.06804631142553,0.990329854808066,0,0.0706921849829597,8657.9,8704,102.565988603058,-0.399063679129678,1.69598513240775,-4.9426554613388,0.891013485909423,0,0.2134973537341,8458.4,8573.6,101.689179607178,0.840134152845613,1.69598513240811,4.9426554613388,0.445099777656787,0,0.803733404928586,6854.1,7567.6
"131",131,"A2_140_D2",2.634038363,2,3.02921169034185,0.82087488584102,15,-101.115971198201,-6.69509494682654,-6.97296749876093,0.0407089422403104,2.24292909342662,0.581249623572335,0,0.240013861203053,9108.4,9156.2,101.967897881894,-0.790623552049764,0.515178475620271,-1.70282231479531,0.474993567800467,0,0.47034918273528,8578.5,8699.5,103.43926363561,0.82928527539176,0.51517847547636,-1.70282231486945,0.315162472015372,0,0.766824355369406,7465.4,8182.1
"132",132,"A2_143_D2",1.493941625,2,1.45071202044344,0.556852441972055,15,-106.579747481962,-1.57108487016715,0.340029189897084,0.165589189218515,1.1520001277768,0.669456645764337,0.09,0.0717455226646323,8823.8,8870.9,103.47765962307,-2.52662068781303,0.242087927237413,-1.23244197417812,0.58230271219855,0.03,0.26398024822879,8507.6,8625.6,107.038883586484,-1.74140893471673,0.242087927238714,1.23244197417669,0.364878328418971,0,0.711006561325533,7317,8042.3
